"interaction_id","plant_taxon","pollinator_taxon","rho","p.value","total_count","n_parks_present","p_adj_fdr"
"Bidens alba __ Heraclides cresphontes","Bidens alba","Heraclides cresphontes",-0.0282984239985339,0.917144310293258,2,1,0.937929450469877
"Chromolaena odorata __ Heraclides cresphontes","Chromolaena odorata","Heraclides cresphontes",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Dicliptera sexangularis __ Heliconius charithonia","Dicliptera sexangularis","Heliconius charithonia",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Phyla nodiflora __ Burnsius oileus","Phyla nodiflora","Burnsius oileus",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Pluchea carolinensis __ Eumaeus atala","Pluchea carolinensis","Eumaeus atala",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Pluchea carolinensis __ Marpesia petreus","Pluchea carolinensis","Marpesia petreus",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Psychotria nervosa __ Danaus eresimus","Psychotria nervosa","Danaus eresimus",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Richardia grandiflora __ Augochlora pura","Richardia grandiflora","Augochlora pura",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Richardia grandiflora __ Eumaeus atala","Richardia grandiflora","Eumaeus atala",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Richardia grandiflora __ Pyrisitia lisa","Richardia grandiflora","Pyrisitia lisa",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Salvia misella __ Eurema daira","Salvia misella","Eurema daira",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Spermacoce verticillata __ Eumaeus atala","Spermacoce verticillata","Eumaeus atala",-0.0282984239985339,0.917144310293258,3,1,0.937929450469877
"Spermacoce verticillata __ Systoechus solitus","Spermacoce verticillata","Systoechus solitus",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Verbesina virginica __ Marpesia petreus","Verbesina virginica","Marpesia petreus",-0.0282984239985339,0.917144310293258,1,1,0.937929450469877
"Spermacoce verticillata __ Eurema daira","Spermacoce verticillata","Eurema daira",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Lantana strigocamara __ Dione vanillae","Lantana strigocamara","Dione vanillae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Stachytarpheta jamaicensis __ Cymaenes tripunctus","Stachytarpheta jamaicensis","Cymaenes tripunctus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Ageratum conyzoides __ Danaus eresimus","Ageratum conyzoides","Danaus eresimus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Ageratum conyzoides __ Danaus gilippus","Ageratum conyzoides","Danaus gilippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Ageratum houstonianum __ Danaus gilippus","Ageratum houstonianum","Danaus gilippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Aloysia virgata __ Danaus gilippus","Aloysia virgata","Danaus gilippus",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Asclepias curassavica __ Danaus eresimus","Asclepias curassavica","Danaus eresimus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Bidens alba __ Burnsius albezens","Bidens alba","Burnsius albezens",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Calliandra . __ Vanessa atalanta","Calliandra .","Vanessa atalanta",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Calliandra surinamensis __ Phoebis sennae","Calliandra surinamensis","Phoebis sennae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Callicarpa americana __ Apis mellifera","Callicarpa americana","Apis mellifera",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Catharanthus roseus __ Papilio palamedes","Catharanthus roseus","Papilio palamedes",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Cestrum Diurnum __ Dione vanillae","Cestrum Diurnum","Dione vanillae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Cestrum diurnum __ Danaus plexippus","Cestrum diurnum","Danaus plexippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Cestrum diurnum __ Marpesia petreus","Cestrum diurnum","Marpesia petreus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Cestrum diurnum __ Syntomeida epilais","Cestrum diurnum","Syntomeida epilais",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Chromolaena odorata __ Danaus eresimus","Chromolaena odorata","Danaus eresimus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Chromolaena odorata __ Urbanus proteus","Chromolaena odorata","Urbanus proteus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Conoclinium coelestinum __ Danaus gilippus","Conoclinium coelestinum","Danaus gilippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Cuphea micropetala __ Phoebis philea","Cuphea micropetala","Phoebis philea",0.0282984239985339,0.917144310293259,3,1,0.937929450469877
"Cuphea strigulosa __ Anartia jatrophae","Cuphea strigulosa","Anartia jatrophae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Cuphea strigulosa __ Hylephila phyleus","Cuphea strigulosa","Hylephila phyleus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Desmodium incanum __ Anartia jatrophae","Desmodium incanum","Anartia jatrophae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Dianthus barbatus __ Oligoria maculata","Dianthus barbatus","Oligoria maculata",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Duranta erecta __ Dione vanillae","Duranta erecta","Dione vanillae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Flaveria linearis __ Eurema daira","Flaveria linearis","Eurema daira",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Gaillardia pulchella __ Ascia monuste","Gaillardia pulchella","Ascia monuste",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Gaillardia pulchella __ Dione vanillae","Gaillardia pulchella","Dione vanillae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Heliotropium angioermum __ Dryas iulia","Heliotropium angioermum","Dryas iulia",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Heliotropium angioermum __ Heliconius charithonia","Heliotropium angioermum","Heliconius charithonia",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Jatropha integerrima __ Danaus eresimus","Jatropha integerrima","Danaus eresimus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Jatropha integerrima __ Danaus gilippus","Jatropha integerrima","Danaus gilippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Jatropha integerrima __ Danaus plexippus","Jatropha integerrima","Danaus plexippus",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Jatropha integerrima __ Dione vanillae","Jatropha integerrima","Dione vanillae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Jatropha integerrima __ Dryas iulia","Jatropha integerrima","Dryas iulia",0.0282984239985339,0.917144310293259,3,1,0.937929450469877
"Lantana depressa __ Danaus plexippus","Lantana depressa","Danaus plexippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Lantana strigocamara __ Cymaenes tripunctus","Lantana strigocamara","Cymaenes tripunctus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Lonicera sempervirens __ Phoebis philea","Lonicera sempervirens","Phoebis philea",0.0282984239985339,0.917144310293259,5,1,0.937929450469877
"Lonicera sempervirens __ Phoebis sennae","Lonicera sempervirens","Phoebis sennae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Ludwigia octovalvis __ Burnsius oileus","Ludwigia octovalvis","Burnsius oileus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Ludwigia octovalvis __ Leptotes cassius","Ludwigia octovalvis","Leptotes cassius",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Phyla nodiflora __ Cymaenes tripunctus","Phyla nodiflora","Cymaenes tripunctus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Phyla nodiflora __ Lerodea eufala","Phyla nodiflora","Lerodea eufala",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Phyla nodiflora __ Nathalis iole","Phyla nodiflora","Nathalis iole",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Phyla nodiflora __ Phyciodes phaon","Phyla nodiflora","Phyciodes phaon",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Pseudogynoxys chenopodioides __ Heliconius charithonia","Pseudogynoxys chenopodioides","Heliconius charithonia",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Pseudogynoxys chenopodioides __ Marpesia petreus","Pseudogynoxys chenopodioides","Marpesia petreus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Pseudogynoxys chenopodioides __ Phoebis philea","Pseudogynoxys chenopodioides","Phoebis philea",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Pseudogynoxys chenopodioides __ Thorybes dorantes","Pseudogynoxys chenopodioides","Thorybes dorantes",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Psychotria nervosa __ Danaus plexippus","Psychotria nervosa","Danaus plexippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Psychotria nervosa __ Erynnis horatius","Psychotria nervosa","Erynnis horatius",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Richardia grandiflora __ Ceratina floridana","Richardia grandiflora","Ceratina floridana",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Richardia grandiflora __ Cymaenes tripunctus","Richardia grandiflora","Cymaenes tripunctus",0.0282984239985339,0.917144310293259,3,1,0.937929450469877
"Richardia grandiflora __ Dryas iulia","Richardia grandiflora","Dryas iulia",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Richardia grandiflora __ Phoebis sennae","Richardia grandiflora","Phoebis sennae",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Rivina humilis __ Leptotes cassius","Rivina humilis","Leptotes cassius",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Salvia coccinea __ Phoebis philea","Salvia coccinea","Phoebis philea",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Salvia coccinea __ Phoebis sennae","Salvia coccinea","Phoebis sennae",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Salvia coccinea __ Phoebis statira","Salvia coccinea","Phoebis statira",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Spermacoce verticillata __ Ascia monuste","Spermacoce verticillata","Ascia monuste",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Spermacoce verticillata __ Dryas iulia","Spermacoce verticillata","Dryas iulia",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Spermacoce verticillata __ Limenitis archippus","Spermacoce verticillata","Limenitis archippus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Spermacoce verticillata __ Phyciodes phaon","Spermacoce verticillata","Phyciodes phaon",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Spermacoce verticillata __ Thorybes dorantes","Spermacoce verticillata","Thorybes dorantes",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Spermicoce verticillata __ Syntomeida epilais","Spermicoce verticillata","Syntomeida epilais",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Spermicoce verticillata __ Utetheisa ornatrix","Spermicoce verticillata","Utetheisa ornatrix",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Stachytarpheta jamaicensis __ Lerema accius","Stachytarpheta jamaicensis","Lerema accius",0.0282984239985339,0.917144310293259,2,1,0.937929450469877
"Turnera ulmifolia __ Asbolis capucinus","Turnera ulmifolia","Asbolis capucinus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Turnera ulmifolia __ Cymaenes tripunctus","Turnera ulmifolia","Cymaenes tripunctus",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Turnera ulmifolia __ Dione vanillae","Turnera ulmifolia","Dione vanillae",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Waltheria indica __ Thorybes dorantes","Waltheria indica","Thorybes dorantes",0.0282984239985339,0.917144310293259,1,1,0.937929450469877
"Pontederia cordata __ Danaus plexippus","Pontederia cordata","Danaus plexippus",-0.0207123255333733,0.93931076073095,2,2,0.957884702327325
"Hamelia patens __ Heliconius charithonia","Hamelia patens","Heliconius charithonia",-0.019737749820006,0.942161809471575,21,7,0.958085671040109
"Richardia grandiflora __ Erynnis horatius","Richardia grandiflora","Erynnis horatius",-0.0145167852103114,0.957445763583115,8,5,0.970893035543552
"Spermacoce verticillata __ Erynnis horatius","Spermacoce verticillata","Erynnis horatius",0.0054581770270268,0.983994209931608,5,3,0.995019355140925
"Lantana strigocamara __ Heliconius charithonia","Lantana strigocamara","Heliconius charithonia",0.00258328086097376,0.992424327257385,4,2,1
"Spermacoce verticillata __ Danaus gilippus","Spermacoce verticillata","Danaus gilippus",0,1,2,2,1
"Bidens alba __ Ascia monuste","Bidens alba","Ascia monuste",0,1,2,2,1
"Spermacoce verticillata __ Pyrausta tyralis","Spermacoce verticillata","Pyrausta tyralis",0,1,2,2,1
